text,sentiment
prepare orgy nightand make cup tea simmer sleep wind along cuddle baby,1
wasnt fan retrospect hes one still leave house actually play game give kind content,2
watch bbja yrs yet see fanbase like money gengthe way ignore agendas week vote log see violence everywhere,1
wartime till,1
kayode saw turn political campaign,1
gat love state,2
money white,1
guy retweet like want dance challengetag,1
hahaha ozo form big boy level look oo lmao haha far better one nengi suffer shaa hahaha,2
awwwww happy akwaibom day us akwaibomites thank thanks thanks,2
top girl premium content,2
yeah think main reason beccause remain bestie something like dat worst get another hm outanyway weytin sabi,0
say tell yall akwa ibom day,1
koraa asem ben nie,1
big brothers wordshow feel todayit may seem thogo ahead immediately hot water available hot water longer available big brother housemateadd,2
please,1
still slut shame tomorrow dont worrybut today thank boost face morale smallt thank,1
theyre start see light,2
like like dat thank,1
first runner,2
dont know didnt evict housemates last week must evict housemates sunday,1
birthday gift rd october crown winner please vote win,2
imagine,1
may heavens smile upon us amen win please vote please please,2
kin misdirect aggression dis,1
dear jaguarstomorrows hashtag dedicate day write letter show love tell make us feelhow relate stan ready go end,2
content follow man get hickey deserve winner foot,1
someone tell girls winner,1
fashion sense top notchand even cappingi need enough money explore part,2
sunday go vote,1
want win thats periodthere adjectives proverbs alliteration,2
boomplay brag right cant buy like type multiple time comment section boomplay one mobile phone one like street press neck final go vote tire,2
come house ashamed money geng rosearmy drag themselvesme get time yall keep embarrass,0
jealous give much attention,2
rd october birthday heart already mouth heaviness anxiety really want gal win day amp pray bring greatest joy crown winner heart cant take anything win,2
even space trash afrovii bodyshaming liquorlions say insecure play dirty people mad wanna use cruise decampaign tactics mad,0
talk afrovii youre bloody lie point wmg complain fxcking agendists una go fight tire,0
reveal dream omo jah bless,1
serious hve hypos ig page wanna score cheap point fave doesnt wahala people fan problem okpo nku,2
passion talk s pusy,1
congratulations white money advance guy take last spot finale,1
winner season sleep,1
amen,1
let cruise top,2
go amp vote stop drag nonsense behind,0
give vote vote vote yall well patriots aint easy use leisure remember general vote vote take finals ijn goodnyt,2
check anyone saw rejection sad actually,0
competitive female housemate people claim female winner really mean would save sas last week bo want girl amongst guy top,2
innoson task year,1
sasforce ns patriots shine ya eye liqourlions users even game people doesnt rate faves thing want w vote girl,0
tweet female win money,2
knw say tire one battle it still money use give away us go hypo ig vote pls,1
best bbn game master,2
sincere nobody beat uwho vote,2
pls foolpatriots daft people among us feel entitle dont owe shityour enough save rubbish,1
wmg attack,1
know yall first start comment cheek dont care yall hot take keep em come show much lower yall will go care disrespectfully,2
omo dey ment still join drag fxcking leave alone life choices tf,0
truth adjust time technology say zemmour,1
geng level focus week vote period second none absolutely amaze im sure well go harder next week,2
big thank everyone vote also everyone contribute tofor vote one way god bless amen shall rejoice come sunday,1
controversy key s house,1
guy pls kindly go n vote like n comment pic hypo page instagram n facebook,2
afrovii please come outside block wmg members wont help attack us full chest nautalking victims senseless form deep real life lack faceless silly little girl,0
apparently liquorlion tweet vote one minute hence flood tl name wow like energy,2
start abi everyone like blame us fav leave even vote decampaign let go worse god act entitle carry back like,0
week thursday dont regret stand promise keep support one kind adeolu oku fav life,2
please archs beg bikonu god bless kindly follow ig link,2
love task give something try least avoid envy anger issue money,0
patriots yall deserve accolades pay dues click vote go love yall thank god bless us,2
school,1
really make sense unlike give money particular team least every team always try come something better today biggy,2
people fire shots people cockroach decay someone elses cupboard bbnaijas,1
na olodo,1
whats countries capitals shes scar,1
crazy unstable lonely deserve banish twitter streetsyour cruise interest entertain,0
see old lady go hypo ig page like comment pic moneygeng let win dis,2
real big thank vote week thank soo muchat least weve do part sunday everything happen happen hopefully stay make top god bless move,2
s dramatic love story highlight show week really shin eye catch redhanded return hideout key players minimovie make top five chart,2
nerd smart f,2
lovers please attack hypo competition post must win k keep s sparkle clean defeat hypo ultimate winner post,2
must pull bamteddy style eviction weekend dont want finalists let go go one friday one saturday rest sunday,1
father bless crown every effort may hardwork reward greatlythanks teammates,1
speak finger say avoid show also ahn ahn keep use style bring matter,1
funniest best joke agree,2
pls yu evict nin day yu dnt wait sunday biko,1
mean maker abihe shouldnt expect less na,0
ok moneygeng run hypo ig page like pic also comment pic let dis fam also use friends family also neighbour phone active ig,2
fine yab say beggie beggie na fine beg hin chicken fuck hypocrite,0
emotional right see much love really get teary remember patriots god decide bless us patriots everywhere check streets patriots beg vote god bless,2
archsto non archs say thank much vote finals up down make love much,2
say please naira actual money bank account,1
call usyes thousands full chestsoya youis actual point ur tweet besides fish engagement,2
evict st sunday iswe need recreate year,1
extra miles till last hour friends say love cameroon mama finger sunday even get insult point ginger,2
love much right,2
amenbreeeeeeeeet,1
carry show back need good massage wen hes,2
thank love support donations vote hope best need us family ps fine sunday verdict,2
thank besties nation ones love always appreciate archs campaign defend ampeven vote back like thank,2
play part babiesdouble task clockmake run,1
awwwwww thank darling god bless,1
funny girl amebo problem like look camera much actingwhy leave argument go disturb duvet na,2
energy patriots bring weekthank everyone vote he really love,2
god bless moneygeng go thru vote member moneygeng still vote god bless kind heart,2
mad abeg,0
get sense aswearsee fine,2
miss interest gistcause weather reportsok anyway hope anyway listen interest subject intellectual task omake run,2
